Company Name,Logo,Jobs Page URL,Company Reviews,Function,Country,State,City,WorkEnvironment,EngineeringPositions,Status
Strategic Mission Elements,strategic_mission_elements.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/mfetki78tl6IrUV9j2h09w/TO7MWnx82vSNvmAdBEivBn_xsMwxT7yH2cvseuwuI2kzblHtuh-rs2FDchNyG_GchkNqei-ARfM2jzmkEzeYsRLAvb4mILv59sKAFkwUvrNz2rlkxqRQI2q7ofxEEJvYVfKTtPWJN8Lrdh8bO0mMlQbfRMCub6E-lfCOEY_BCm8/e-8ZLkkz8kilAxVJBAu5XBPGzvfYSDghSOVlAqUY73s),http://strategicmissionelements.com/careers.html,"https://www.glassdoor.com/Overview/Working-at-Strategic-Mission-Elements-EI_IE4414298.11,37.htm","Engineering,Data,Product",United States,Virginia,Chantilly,On-Site,checked,Active
TekSynap,synaptek_corporation_logo.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/PBoO0Lunt_fXgElDNtPkpg/sAvtCXL4jTJ8yQjSC1Be70rSKzb4C4_BjC2SQRoNy69OW39KcM066AisHzfstraOy9qwMXgmKnIX0elR8lWzSrVHKFWZ2cYxZtVXha8UUGH7SGrMvA5lw1xOEkZrFR7TiB-iGfD3AJFYTxdXMgjPEAq52QvN-cwWLjptW1FzEzM/Eq0guBbKgdTLxQ4zoDYS8EfHv6QCh9cqDMRyeK_-Y5g),https://www.teksynap.com/careers/,"https://www.glassdoor.com/Overview/Working-at-TekSynap-EI_IE361223.11,19.htm","Engineering,Support,HR,Internship,Data,Finance,Design",United States ,Virginia,Reston,"On-Site,Remote,Hybrid",checked,Active
thatgamecompany,thatgamecompany_logo.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/BuRuf-QAWyhC9PYDCJbgQg/8uTD8O7mdQN6ltj0i9Zd3VF2CTnSjJDbpZkyUaNM088ANOU0RPVll6hheaFdLvRMuYmotYE58JBWwLAiJiJgzr7vbPLJBOkENNVZ-y8tWKe554HF7soFGrFOOhvBKBHYXrgw8v_4-RuFkezrK2QG7y6bv01gvUoI0G2BnV0AwWc/kkuZIlvJ5UsJITiMt2R52PbnmqyEKgONhRxqig0gm3M),https://thatgamecompany.com/careers/,"https://www.glassdoor.com/Overview/Working-at-thatgame-EI_IE2130792.11,19.htm","Design,HR,Customer Success,Engineering",United States,California,Santa Monica,"Remote,On-Site,Hybrid",checked,Active
Tiptop,tiptop.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/PKzxh69dS92bMTo9aj8IBg/P13iw-PeNaBxQ5aeLHkBL9gYedC6y8pIvZtZTw1VJrbXMozNmkb5G9NIOeZiUZxPEipqFkbOdN0ZhzKUrgv8v5qBU_e1HxZGg2Q9wcsG33FOvww7hO_wJr1OHAbUWRkv0EArdBwKByvd0nI8obTkoQ/D8XKiUJ1ja_aA6yviD3nU28h5wRslIZiXIe2RsvSOKI),https://wellfound.com/company/tiptopcash,,"Engineering,Product",United States,California,Anaheim,"On-Site,Remote",checked,Active
Trustwave,trustwave_logo.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/u9IcfQKs5YpR-dlF_O1lZg/PKG4wBLiI45smAFpkO7_XQ-akUwXWr_zlbprsaMwaz1g1PkeEEp6-ZHXdPU3HDDaMljAOt-RtVWIVKdbejA8tksOClF3XiB-OfrfBUNclSVUXGRBS5vNlJzUvU8p8gRSW5HT948SvJBlYE3kyCmO0FXSv_ooC5YyhdyEuUsuDe8/zDahZxXYkwsiPjHPPwNFuRR6bO7k2N2Ed_zYM57fL8w),https://jobs.dayforcehcm.com/en-US/twh/CANDIDATEPORTAL,https://www.glassdoor.com/Reviews/Trustwave-Reviews-E110410.htm,"Finance,Engineering,Sales",United States,Illinois,Chicago,"On-Site,Remote",checked,Active
U.S. Navy ,us_navy_logo.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/GbOXBc-arhkCr5qplOBsWw/MUqBo--w6APMX0oLzo4KPLk6DjOXrWCYU9AzgxI9lLWatSxx9pOjogMxF8HODoEUt_7zaQT7ntgxiSyVmSw4S7MjRu_E7OOGS5eFfNTAKg438qvE3gkQCIpeIhR9DFCaY2yDO6r3AV4efMBW-aD0zg/NrhrYMIZRQ_kSiU5z0fWhAf7uQuouyBMpX82U2z1KS4),https://navy.com/start?activity=1273124,"https://www.glassdoor.com/Overview/Working-at-US-Navy-EI_IE41451.11,18.htm","Engineering,Data,Support",United States,All,All,On-Site,checked,Active
Udemy,udemy_logo.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/gEEmSyKCWuF3hqrfOhoWxA/3LshOaCdteaQv3tMr1TqTngJQ8FuUvrejrd4rSZ-FYmJ139-F9SHifDmGRg5JfvE8oJtKNLM68dK140iKgkAhVpKOQtks-QUFNyq4FEi5hx55A8XTltXGW_z09Xm7x_AnU39U3ISBSDK98NZrMQGFA/-QGLFLThnizeEaergfJdVc2SrxxD3jgeJOthWc1jcIA),https://about.udemy.com/careers/,"https://www.glassdoor.com/Overview/Working-at-Udemy-EI_IE434871.11,16.htm","Customer Success,Data,Engineering,Marketing,HR,Product,Design,Sales",United States,California,San Francisco,"On-Site,Remote,Hybrid",checked,Active
University of Texas (organization = ARL),university-of-texas-at-austin-squarelogo-1463752679449.webp (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/V1UT6QTSOAS_4mmoCRM4Aw/I6hHlnhAefcO8M3N82K7c-WxuIh419WCFr2qKVnb9UK4XnaR84LsxhM0_TNbsyNI5iOchBzj1GWFCZvRXsJF_z9COau_VPULVGh_BorTVJAabOMbk2lb62as7tIm_YrKAhx0pHjGzu8opFBZg7e9FFcciyBv2PaUYWSTb9LwGv8MceU-Od_7v0rHE1ZGzSvNrC6Z2o55Rfu-j4FPYBiMNw/sQxE4ATAtPv5Xh4xtS6vjXS58qPYyGeKghSrSPfkUBw),https://utaustin.wd1.myworkdayjobs.com/en-US/UTstaff?redirect=/en-US/UTstaff/userHome&company=a625047661120172b59fe0cc8f0ab342,"https://www.glassdoor.com/Overview/Working-at-University-of-Texas-at-Austin-EI_IE133952.11,40.htm",Engineering,United States,Texas,Austin,Undefined,checked,Active
Varian,varian_medical_systems_logo.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/t0Khnud1XuYDh5qydZK-fA/2aHF4PqVjEI-rG7jVifvdIE5PfM1r2XMvqMPmGAwx_dyYq8iBaxdwYyhGpWhpR8yuhHsFbztsQjxCIQCc2K4ScT-6VjN0QilAZrvMEu4yQkDEbjsCMcLoij7NZVlU-GbcZqpGnCSI2va5g7pUopMOFvSuYZmxaV7gy8dKYX4YJA/ENeE9L_lTz1ve3btE7_WJdY1if-EFV7Jh1ZrIQCwZw0),https://www.varian.com/about-varian/careers,"https://www.glassdoor.com/Overview/Working-at-Varian-Medical-Systems-EI_IE9111.11,33.htm","Support,Customer Success,Engineering,Sales,Finance,Marketing,HR",United States,California,Palo Alto,"On-Site,Hybrid,Remote",checked,Active
Varonis,varonis_logo.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/DhXgv0UmxR4bag7e3MGm5Q/1axeDOw9At2UJaPBu8juNk2mpJloIMiVNhwR3eJ9cAn1Uz5cbaqJ7PLNyJ6UdBbIiTuOQWDvJcXzLM1_wya0rVQCy3QPpQENEm7clVPMPoDnblh_rlY2cErunBFvesJAZ1Xijox26Qq8JAhdAB3JyA/5LKN6o-k-wSWpc3oNuZfcs0ZSswF16UPkU7_GcNkYmo),https://careers.varonis.com/,"https://www.glassdoor.com/Overview/Working-at-Varonis-Systems-EI_IE300225.11,26.htm","Finance,Customer Success,HR,Marketing,Engineering,Sales,Support",United States,New York,New York City,"On-Site,Remote,Hybrid",checked,Active
Viasat,viasat_logo.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/ukHLcQNK-rY5Yv-Eea-3-A/Cam02TGKF5Lr-nD2_hSe295MNnbgdswQORQZel6bUn5Ed86uY4hMLheNC3QQ-0ticJKUrjpSa0oi0akVyicRh_Nu-ML3mySlgakx6sq6tsv2p27PDnnBw94vHh5jVwNNdnP3xbWqbk2_4ttxpx-d4w/cYenTIXHyoFraxQj3oaB1zKa2GPiYGAaUxDcwc2JFVM),https://careers.viasat.com/jobs,"https://www.glassdoor.com/Overview/Working-at-Viasat-EI_IE5500.11,17.htm","Engineering,Product,Customer Success,Marketing,HR",United States,California,Carlsbad,"On-Site,Remote,Hybrid",checked,Active
Vise,vise.png (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/sWBGVtyj-G7dAAG5-4b5JA/ZkOg5qmPBLcvoKCmkckO6AUoijYQK9JDlU_zhFljVq99xHqZABGPeqnfJN121pE_YH6alSd6jlNJsmcrAJmOeScpBMfULZDH6i1eIPvJ83p0NGr5KDKCC8gTbz7lv0Rv2AY95mrinEZmU6R_HSh2mg/cLHODXkxueMf-O5GkvoiLOI3Lgt5Y65V3ZujD5YqOwA),https://vise.com/careers,"https://www.glassdoor.com/Overview/Working-at-Vise-EI_IE2480614.11,15.htm",Marketing,United States,New York,New York City,"On-Site,Hybrid",,Active
Webflow,webflow.png (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/8yc1lj-FCf8cpkQDDzYgWg/LHmjKPhVTEOzut2dry1-fEKfiK1P4s6ZXbCDV8FBVUFSiEdtMlT3s1l82m8TQ2sZMNPae398Z0yk5G4I-iiJ3jiAHH1vsol86lKrSXYzVV5dIFgtpgpWKaKTeWI5iqneTtNZNmdxsI6mK7adoDw0NQ/oXQ1fA7Jdo5Cc_yNyNLRid3QWzXEnDiTFZkQJ7bksDM),https://webflow.com/careers/roles,"https://www.glassdoor.com/Overview/Working-at-Webflow-EI_IE890506.11,18.htm","Engineering,Customer Success,Finance,Marketing,Product,Sales",United States,California,San Francisco,"Remote,On-Site,Hybrid",checked,Active
Wisk,wisk_aero_logo.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/53xb4e52r4pcvRl5Xo5n4g/3QJdTgUVSiGjRMwoyt_tZxjCmMk2Ypblmmod1YPfPrMNUO5GQn8n4Z0MCC2ADPxufFkUDGk3OQalIzLNQa_oW7w0GEd5lFqC1aBaLOfl5TWHUrGp0MKWMaehkton9d_xyDoANmuaHMeIDsIK5xHzPA/wIgfOFCoPtGOSc1V6zinGFy6g1kkoqGfb-tGFoaa9pM),https://wisk.aero/careers/,"https://www.glassdoor.com/Overview/Working-at-Wisk-EI_IE683369.11,15.htm","Finance,HR,Engineering,Internship",United States,California,Mountain View,"On-Site,Remote,Hybrid",checked,Active
WIZ,wizsecurity_logo.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/-DA_MmOTSJZSLopR-EqmoQ/0ta2pcXlj3TuBgGWQp5B2DI1yVl4eiM7JaZ8YCvplGwo_U802CJgigz0-wrJIR6HTNTikU7VWa7oSdPFnwtPf-n4jkmyN37qXO8QdI93pVU4ZzhoFdrPioylK4MGylVEfXloiaD7IFdZrNDMqI4YCqaoP9qNhknR5QHNnzhUv7A/Xu0xtTMkbx5acMV_yf12DJNeocpvwN2RVMDXcnwKOzE),https://www.wiz.io/careers,"https://www.glassdoor.com/Overview/Working-at-Wiz-EI_IE5304442.11,14.htm","Finance,Sales,Engineering,Marketing,Product,Customer Success,Support,HR,Design,Data",United States,New York,New York City,"On-Site,Remote,Hybrid",checked,Active
Workday,workday_logo.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/-xztPfm02-qLRhTEaKv_zg/mx72Y5rTxEvGpFEPKAqfUJgsvmM4Z5MS8PK-Xm7rBGIDCfcTjmp9M2MjkqpOM-LKlRWhfz9L3m8fbGZB-Mp5Xi72zipJNCPHWZemn-twAv8dYzdX-nEQLYCzU7QuHOD-1U1HX6of__xUUfHzhNS_Zg/3Pk8HGmZyD2gDDHhwPnsRu8wFzApOcUquot3HUnkqHA),https://workday.wd5.myworkdayjobs.com/Workday,"https://www.glassdoor.com/Overview/Working-at-Workday-EI_IE197851.11,18.htm","Engineering,Product,Finance,Sales,Support",United States,California,Pleasanton,"On-Site,Remote,Hybrid",checked,Active
WP Engine,wpengine_logo.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/0JW4PHH_4t_3puI1QWLM1Q/1RPJ3kOEWXpNGtN0CRmHWC3qew3dWABC7LGjQA7WgNwoPBE8w6HMudQ3ieN0dwCqxJCb4ZLJz9SOLq20Fhel9uHL9k6J3D8uEdZvEQTJ9Hv7rcrjkcPoK2QsXocCU-JVjuTJ2dTZvHUmF5TmjSkaSw/yxeb1ead2b4jdKXjLR1pyFDobwwOCaWKxyLIjxDkJJg),https://wpengine.careers/,"https://www.glassdoor.com/Overview/Working-at-WP-Engine-EI_IE594498.11,20.htm","Product,Engineering,Sales,Marketing,Customer Success,Support",United States,Texas,Austin,"Remote,Hybrid,On-Site",checked,Active
Zillow,zillow.png (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/IkPts8l76x8CDR8Fd8Sm3Q/GGtot_mTHZsYvC6gCUUnAQ7Gw9Ea-r_sgEgfOMLp1xMP-uoYM2OsdwF1V8VtYYK8hwiutf8EmFnxw6iZGrRyX5VFpDd-mDm04h_ERxNpn2KgJ8Zl7K4brNY-WGNav4jzF7CgccfUNa4CWG0Wbs38vg/M36AqbiVndiprpcc2Oj9ZgRcVGm5brao34PoqgNJ-14),https://zillow.wd5.myworkdayjobs.com/Zillow_Group_External,"https://www.glassdoor.com/Overview/Working-at-Zillow-EI_IE40802.11,17.htm","Marketing,Engineering,Product,Data,Sales,Finance,HR",United States,Washington,Seattle,"On-Site,Remote,Hybrid",checked,Active
Zscaler,zscaler_logo.jpeg (https://v5.airtableusercontent.com/v3/u/47/47/1763193600000/r4opX_q5m9Qc5aroRd4yJA/XWKfDGSh90HUNK4tuKVnnmA0kYKmbGtbM7t8b1XIiwUsROdFpS3xMfhHLzpG4y4AXmEIXIN4qn1_mNSF7QlDWH_bLKCUdqisO4QUSQ9qDLPAKyKHgSn3QSPQLw8IeJujZ32lYWp-03qyn6fRXTrFBQ/iu5CBMso4S9fkxPBvVvxFwAmRhVmYs8DqmEv17jZYMg),https://www.zscaler.com/careers#positions,"https://www.glassdoor.com/Overview/Working-at-Zscaler-EI_IE359434.11,18.htm","Sales,Marketing,Engineering,Product,Customer Success,Support,Finance",United States,California,San Jose,"On-Site,Remote,Hybrid",checked,Active
